BioID$,BioID,Louvain,ClusterID,CorePeri_1mode,Degree_2mode,2-Local_2mode,Eigenvector_2mode,Closeness_2mode,Betweenness_2mode,Degree_1M,2local_1M,BetaCent_1M,2Step_1M,ARD_1M,Closeness_1M,Eigenvector_1M,Between_1M,2StepBet_1M,Frag_1M,DwFrag_1M,kCoreness_1M,BirthYear,DeathYear,Lifespan,LatitudeCity,LongitudeCity,Academic Total,GenderN,Anhui,Fujian,Guangdong,Guangxi,Guizhou,Hainan,Hebei,Henan,Hubei,Hunan,Jiangsu,Jiangxi,Liaoning,Shaanxi,Shandong,Sichuan,Zhejiang,Communist Youth Org,Marxist Study Soc,May 4th Movement,Mutual Aid Work Study Soc,New Citizens Study Soc,Sanminzhuyi Corps,Self Awakening Soc,Socialist Youth League,Work Study Movement,Young China Study Assoc,Acad of Science,Acad of Social Sciences,Anarchist Party,CCP,Chin Social Dem Party,Chin Youth Party ,Democratic League,Democratic Parties,EGMD Communist,EGMD,ECCO,GMD Leftist ,GMD Rightist,GMD,Huangpu Mil Acad Aff,Revolutionary Alliance,Russian Returned Leaders,World of Work Study Soc,Third Party,Young Catholic Aid,Artist,Artist Painter,Attorney,Commerce,Diplomat Pos,Editor,Educator,Engineer,Film Director,Financial,Geologist,Govt Official,Govt Official Central,Govt Official Prov,Judiciary,Medicine,Military Leader,Political Leader,Revolutionary,Scientist,Translator,Veternarian,Ambassador,Central Committee,CPPCC,Diplomat,Editor,Educational Pos Campus,Educational Pos Govt,Executive Committee,Foreign Minister,Govt Agency Head,Govt Pos Central,Govt Pos Municipal,Govt Pos Prov,Govt Pos ,Legislative Rep,Military Marshal,Military Official,NPC,Negotiator,Party Pos,Party Pos Branch,Party Pos Municipal,Party Pos Prov,Party Secretary,Politburo,Prof Org Pos,Trade Union Pos,Baoding Ag School,Beijing China Univ,Beijing High School,Beijing Medical Univ,Beijing National Ag School,Beijing Norm Univ,Beijing Univ,Cambridge Univ,Central Univ,Changsha Mingde School,Charleroi Univ,Congde School,Curie Instit France,Daming N2 Primary School,Daming Mid School,Ecole ag de Fuzhou,Ecole des Beaux Arts de Lyons,Ecole Norme Superieur Canton,Far East Univ Red Army Moscow,First Young Girls Norm School Zhili,Fudan Gongxue,Fudan Univ,Guangdong Univ,Harvard Univ,Henan Zhongshan Univ,Higher Norm School of Canton,Hongwen Acad Japan,Huangpu Mil Acad edu,Hunan 1st Norm Mid School,Industrial School of Sichuan,Jiangsu 5th Norm School,Jiangxi Prov Industrial School,Jinzhong Technical School,Jiong Hai High School,KUTV,Ecole de chimie Lyon,Lyons Univ,Montargis College,Montpellier Univ,International Lenin School,Nanjing Higher Norm School,Natl Central Univ,Natl School of Ag Montpellier,Natl Southeast Univ,Norm School Canton,Qinghua Univ,Shanghai Higher Norm School,Shanghai Univ,Sichuan High School,Sichuan Norm School,Sichuan Univ,Sichuan Young Girls Norm School,Sino French Instit at Lyon Univ,Sorbonne,Strasbourg Univ,Tokyo Imperial Univ,Tokyo N1 High School,Tongji Univ,Tongji Univ Mid School,Univ of Berlin,Univ of Chicago,Univ of Dijon,Univ of Guangdong,Univ of Paris,Univ of Paris Law School,Victor Duruy High School,Voltaire Coll Sino French Univ,Waseda Univ,Young Girls Mid School Tonnere,Young Girls Norm School Beijing,Yueyang Mid School,Zhendan Univ,Zhounan Girls Mid School,Ziqiang Xuetang,1911 Revolution,Anti Japanese Boycotts,Anti Rightist Campaign_1957,Autumn Harvest Uprising_1927,CCP Wuhan split_1927,Civil War_1946_49,Cultural Revolution,Cultural Revolution Purged ,Debates on Chin_West Culture,Five Encirclement Campaigns,Foreign Policy Conf Delegation,Korean War,Labor Movement,Long March,Nanchang Uprising_1927,Northern Expedition,Propaganda Work,Red Base Activities,Sino Japanese War_1937_45,Sino Soviet Relations,United Front 1924_27,United Front 1937_45,Wang Jingwei Regime,Yanan Base Activities
Li Dan,Li Dan,1,6,1,0.044,0.002,0.11,0.584,0.002,568,245023,119458.797,199,189.5,218,0.12,27.39,27.39,0.01,0.011,118,1901,1977,76,28.228209,112.938814,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li Guocai,Li Guocai,3,2,1,0.044,0.002,0.07,0.529,0.002,384,157278,76173.328,199,177.5,242,-0.589,18.221,18.221,0.01,0.01,118,1894,.,.,.,.,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li Hao,Li Hao,3,1,1,0.049,0.002,0.083,0.583,0.01,447,185677,90083.758,199,189,219,-0.147,29.815,29.815,0.01,0.011,118,1900,.,.,32.687733,112.087455,0.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li Huang,Li Huang,1,10,0,0.044,0.002,0.066,0.568,0.009,349,146933,71254.852,199,184,229,0.192,32.62,32.399,0.01,0.01,118,1895,1991,96,30.572815,104.066801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Li Jingan,Li Jingan,2,12,0,0.02,0,0.044,0.549,0.001,273,103693,48234.551,199,179.5,238,0.29,35.951,35.866,0.01,0.01,113,.,.,.,29.584292,111.380014,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li Lianggong,Li Lianggong,3,5,1,0.039,0.002,0.086,0.566,0.001,462,193361,93418.258,199,184,229,-0.365,18.373,18.373,0.01,0.01,118,1901,.,.,31.491169,120.311910,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Li Pingheng,Li Pingheng,1,6,1,0.059,0.003,0.111,0.591,0.006,579,246432,120688.742,199,191,215,0.237,32.235,32.235,0.01,0.011,118,1898,1982,84,30.733824,116.829475,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li Qijue,Li Qijue,3,5,0,0.02,0,0.06,0.517,0,326,135758,64993.148,199,174,249,-0.516,12.573,12.573,0.01,0.01,118,1892,.,.,.,.,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li Shengyi,Li Shengyi,2,12,0,0.02,0,0.044,0.549,0.001,273,103693,48234.551,199,179.5,238,0.29,35.951,35.866,0.01,0.01,113,.,.,.,28.847045,112.355954,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li Shenzhi,Li Shenzhi,2,12,0,0.01,0,0.014,0.426,0,114,33905,14804.335,199,148.5,300,0,13.259,13.255,0.01,0.008,87,.,.,.,.,.,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li Shixiong,Li Shixiong,3,5,0,0.029,0.001,0.067,0.52,0.001,361,151006,72676.406,199,175,247,-0.594,13.269,13.269,0.01,0.01,118,1899,.,.,.,.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li Shuhua,Li Shuhua,1,8,0,0.039,0.002,0.041,0.474,0.001,202,90029,44918.816,199,142,313,0.387,2.196,2.196,0.01,0.008,85,1890,1979,89,39.712813,119.162693,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li Tingyin,Li Tingyin,2,12,0,0.02,0,0.042,0.556,0.001,275,100304,46273.258,199,185.5,226,0.036,44.594,44.518,0.01,0.011,113,.,.,.,29.655143,121.406995,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Li Zhenmin,Li Zhenmin,2,12,0,0.01,0,0.012,0.427,0,97,30715,13554.621,199,144,309,0.134,6.949,6.935,0.01,0.008,79,.,.,.,.,.,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liang Shanjin,Liang Shanjin,2,12,0,0.02,0,0.045,0.561,0.001,290,106849,49484.262,199,185,227,0.155,42.603,42.517,0.01,0.011,113,.,.,.,25.117753,114.311982,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liang Tianyong,Liang Tianyong,3,1,1,0.049,0.002,0.072,0.545,0.012,387,161916,78743.008,199,179,239,-0.375,18.247,18.247,0.01,0.01,118,1901,.,.,23.028956,113.143441,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lin Fulin,Lin Fulin,2,12,0,0.01,0,0.008,0.405,0,73,19727,8327.779,198,135.333,327,0.11,2.026,2.026,0.01,0.008,69,.,.,.,.,.,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lin Shengduan,Lin Shengduan,2,12,0,0.01,0,0.014,0.426,0,114,33905,14804.335,199,148.5,300,0,13.259,13.255,0.01,0.008,87,.,.,.,.,.,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lin Ximeng,Lin Ximeng,2,12,0,0.01,0,0.014,0.426,0,114,33905,14804.335,199,148.5,300,0,13.259,13.255,0.01,0.008,87,.,.,.,.,.,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liu Bojian,Liu Bojian,2,14,0,0.078,0.006,0.079,0.6,0.013,449,177623,86087.422,199,194.5,208,0.529,58.326,58.24,0.01,0.011,118,1895,1935,40,31.867903,106.747477,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Liu Chong,Liu Chong,3,5,0,0.02,0,0.056,0.516,0,306,127597,61050.605,199,173.5,250,-0.364,13.428,13.428,0.01,0.01,118,1901,.,.,.,.,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liu Keping,Liu Keping,3,5,0,0.024,0.001,0.065,0.518,0,350,146742,70474.234,199,174.5,248,-0.576,12.868,12.868,0.01,0.01,118,1898,.,.,.,.,0.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liu Mingyan,Liu Mingyan,3,6,1,0.063,0.004,0.114,0.592,0.01,595,253066,123610.648,199,191,215,-0.198,31.715,31.715,0.01,0.011,118,1900,.,.,28.374107,111.212846,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Liu Puqing,Liu Puqing,3,6,0,0.034,0.001,0.06,0.531,0.001,312,135234,65378.508,199,175.5,246,-0.154,14.973,14.973,0.01,0.01,118,1905,.,.,.,.,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
